authorizer,enterer,modifier,reference_no,author1init,author1last,author2init,author2last,otherauthors,pubyr,reftitle,pubtitle,editors,pubvol,pubno,firstpage,lastpage,publication_type,basis,language,doi,comments,project_name,project_ref_no,created,modified
"M. Clapham","M. Clapham",,51709,"T. D. A.",Cockerell,,,,1925,"A new fossil dragonfly from Florissant","The Entomologist",,58,,205,206,"journal article","stated with evidence",English,,,,,"2014-06-11 23:25:58","2014-06-11 23:25:58"
"M. Clapham","M. Clapham",,44695,"T. D. A.",Cockerell,,,,1926,"A new fossil moth from Florissant",Psyche,,33,,16,17,"journal article","stated with evidence",English,,,,,"2013-02-07 16:35:18","2013-02-06 23:35:18"
"M. Clapham","A. Aguilar","M. Clapham",37655,"T. D. A.",Cockerell,,,,1927,"Tertiary Fossil Insects from Eastern Oregon","Addtions to the Paleontology of the Pacific Coast and Great Basin Regions of North America","R. Kellogg, J. Marriam, C. Stock, R. Chaney, H. Mason",346,,64,65,"book/book chapter","stated with evidence",English,,,,,"2011-09-16 08:01:34","2014-04-08 20:02:38"
"B. Tiffney","J. Fosdick","J. Fosdick",8381,"D. R.",Crabtree,,,,1987,"Angiosperms of the Northern Rocky Mountains: Albian to Campanian (Cretaceous) megafossil floras","Annals of the Missouri Botanical Garden",,74,,707,747,"journal article","stated without evidence",,,,,,"2003-04-10 15:22:36","2003-04-10 17:22:36"
"S. Wing","S. Wing","M. Kosnik",4741,"P. R.",Crane,S.R.,Manchester,"Dilcher D.L.",1990,"A Preliminary Survey of Fossil Leaves and Well-Preserved Reproductive Structures from the Sentinel Butte Formation (Paleocene) near Almont, North Dakota","Fieldiana, Geology, New Series",,20,,,,,"stated without evidence",,,"ETE reference number 422",ETE,422,"2002-03-04 16:40:43","2002-03-04 18:40:43"
"H. Wang","M. Arakaki","M. Arakaki",8553,"P. R.",Crane,"S. R.",Manchester,,1991,"Reproductive and vegetative structure of Nordenskioldia (Trochodendraceae), a vesselless dicotyledon from the Early Tertiary of the northern hemisphere","American Journal of Botany",,78,10,1311,1334,"journal article","stated without evidence",,,,,,"2003-05-27 13:28:29","2003-05-27 15:28:52"
"J. Alroy","J. Alroy",,31646,"W. W.","Crook, Jr.","R. K.",Harris,,1958,"A Pleistocene campsite near Lewisville, Texas","American Antiquity",,23,3,233,246,"journal article","none discussed",English,,,,,"2010-01-20 16:31:23","2010-01-20 18:31:23"
"M. Carrano","M. Carrano","M. Carrano",32668,"P. J.",Currie,W.,"Langston, Jr.","D. H. Tanke",2008,"A new species of Pachyrhinosaurus (Dinosauria, Ceratopsidae) from the Upper Cretaceous of Alberta, Canada","in A New Horned Dinosaur from an Upper Cretaceous Bone Bed in Alberta. NRC Research Press, Ottawa","P. J. Currie, W. Langston Jr., D. H. Tanke",,,1,108,"book/book chapter","stated with evidence",English,,,ETE,,"2010-05-28 07:19:55","2014-07-15 14:59:31"
"J. Alroy","J. Alroy",,24993,"N. J.",Czaplewski,"W. D.",Peachey,,2003,"Late Pleistocene bats from Arkenstone Cave, Arizona","Southwestern Naturalist",,48,4,597,609,"journal article","stated with evidence",English,,,,,"2007-08-07 12:59:52","2007-08-07 14:59:52"
"J. Alroy","J. Alroy",,26753,"M. K.",Darnell,"J. R.",Thomasson,,2007,"First equid remains from the late Miocene Prolithospermum johnstonii-Nassella pohlii assemblage zone stratotype locality, Ellis County, Kansas","Transactions of the Kansas Academy of Science",,110,1-2,10,15,"journal article","stated without evidence",English,,,,,"2008-03-16 14:22:01","2008-03-16 16:22:01"
"M. Uhen","M. Uhen",,14998,"J. H.",Darrell,,,,1989,"A preliiminary palynological investication of the Marks Head Formation (Miocene), Effingham County, Georgia","Georgia Academy of Science",,47,1,20,20,abstract,"stated without evidence",English,,,,,"2005-10-31 11:38:36","2005-10-31 13:38:36"
"J. Alroy","J. Alroy",,1345,"M. R.",Dawson,,,,1990,,"in Canada's Missing Dimension",,,,,,"book/book chapter","stated without evidence",,,,,,"2001-03-02 15:01:31","2001-03-02 17:01:31"
"J. Alroy","J. Alroy",,25400,"M. R.",Dawson,"C. R.",Harington,,2007,"Boreameryx, an unusual new artiodactyl (Mammalia) from the Pliocene of Arctic Canada and endemism in Arctic fossil mammal","Canadian Journal of Earth Sciences",,44,5,585,592,"journal article","stated with evidence",English,,,,,"2007-09-28 10:24:25","2007-09-28 12:24:25"
"R. Lupia","T. Naeher","T. Naeher",8938,"S. J.",Dijkstra,,,,1961,"Some Paleocene megaspores and other small fossils","Mededelingen van de Geologische Stichting, Nieuwe Serie ",,,13,5,11,"journal article","stated without evidence",,,"(Memoirs of the Geological Foundation in the Netherlands)",,,"2003-08-05 15:13:13","2003-08-05 17:16:14"
"H. Wang","M. Arakaki","M. Arakaki",8539,"D. L.",Dilcher,B.,Mehrotra,,1969,"A study of leaf compressions of Knightiophyllum from Eocene deposits of southeastern North America","American Journal of Botany",,56,8,936,943,"journal article","stated without evidence",,,,,,"2003-05-22 12:55:13","2003-05-22 14:55:13"
"M. Uhen","M. Uhen","M. Uhen",12993,"D. P.",Domning,"G. S.",Morgan,"C. E. Ray",1982,"North American Eocene sea cows (Mammalia: Sirena)","Smithsonian Contributions to Paleobiology",,52,,1,69,"journal article","stated without evidence",English,,,,,"2005-03-28 06:51:56","2013-09-26 13:05:10"
"J. Alroy","J. Alroy",,1371,H.,Dompierre,"C. R.",Harrington,,1997,,"Journal of Vertebrate Paleontology",,17,3,43A,,abstract,"stated without evidence",,,,,,"2001-03-02 15:01:31","2001-03-02 17:01:31"
"R. Benson","R. Benson","M. Carrano",46718,"S. L.",Donohue,"G. P.",Wilson,"B. H. Breithaupt",2013,"Latest Cretaceous multituberculates of the Black Butte Station local fauna (Lance Formation, southwestern Wyoming), with implications for compositional differences among mammalian local faunas of the Western Interior","Journal of Vertebrate Paleontology",,33,3,677,695,"journal article","stated with evidence",English,10.1080/02724634.2013.745416,,,,"2013-05-08 19:18:12","2013-07-26 15:06:59"
"M. Clapham","M. Clapham",,52658,"J. T.",Doyen,"S. E.",Miller,,1980,"Review of Pleistocene darkling ground beetles of the California asphalt deposits (Coleoptera: Tenebrionidae, Zopheridae)","The Pan-Pacific Entomologist",,56,,1,10,"journal article","stated with evidence",English,,,,,"2014-09-08 15:37:18","2014-09-08 15:37:18"
"B. Tiffney","J. Fosdick","B. Tiffney",9533,"D. W.",Edelman,,,,1975,"The Eocene Germer Basin Flora of South-Central Idaho",,,,,1,126,"M.S. thesis","stated without evidence",,,,,,"2003-12-01 21:05:46","2004-02-20 13:19:09"
"J. Bloch","R. Hulbert",,50408,"S. D.",Emslie,,,,1995,"A catastrophic death assemblage of a new species of cormorant and other sea birds from the late Pliocene of Florida","Journal of Vertebrate Paleontology",,15,2,313,330,"journal article","stated without evidence",English,,,,,"2014-03-17 18:29:53","2014-03-17 18:29:53"
"J. Bloch","R. Hulbert",,50409,"S. D.",Emslie,"W. D.",Allmon,"F. J. Rich, J. H. Wrenn, S. D. de France",1996,"Integrated taphonomy of an avian death assemblage in marine sediments from the late Pliocene of Florida","Palaeogeography, Palaeoclimatology, Palaeoecology",,124,,107,136,"journal article","stated without evidence",English,,,,,"2014-03-17 18:50:48","2014-03-17 18:50:48"
"J. Bloch","R. Hulbert",,50407,"S. D.",Emslie,"T. H.",Heaton,,1987,"The late Pleistocene avifauna of Crystal Ball Cave, Utah","Journal of the Arizona-Nevada Academy of Science",,21,,53,60,"journal article","stated without evidence",English,,,,,"2014-03-17 18:18:20","2014-03-17 18:18:20"
"A. Behrensmeyer","A. Behrensmeyer","J. Alroy",5666,"S. D.",Emslie,"G. S.",Morgan,,1994,"A catastrophic death assemblage and paleoclimatic implications of Pliocene seabirds of Florida",Science,,264,,684,684,"journal article","stated without evidence",English,,"ETE reference number 1421",ETE,1421,"2002-03-04 16:40:38","2009-01-04 11:32:59"
"P. Mannion","P. Mannion",,37642,"B. R.",Erickson,,,,1975,"Dakotornis cooperi, a new Paleocene bird from North Dakota","Scientific Publications of the Science Museum of Minnesota, New Series",,3,1,1,7,"journal article","stated with evidence",English,,,,,"2011-09-15 22:39:37","2011-09-15 07:39:37"
"P. Mannion","J. Tennant",,45238,"B. R.",Erickson,,,,1976,"Osteology of the early Eusuchian crocodile Leidyosuchus formidabilis, Sp. Nov","The Science Museum of Minnesota: Paleontology",,2,,1,61,"serial monograph","stated with evidence",English,,,,,"2013-03-01 20:12:23","2013-03-01 03:12:23"
"J. Alroy","J. Alroy",,25723,"B. R.",Erickson,,,,1982,"Wannaganosuchus, a new alligator from the Paleocene of North America","Journal of Paleontology",,56,2,492,506,"journal article","stated with evidence",English,,,,,"2007-11-08 19:35:24","2007-11-08 21:35:24"
"J. Alroy","J. Alroy","P. Mannion",1459,"B. R.",Erickson,,,,1991,"Flora and Fauna of the Wannagan Creek Quarry: Late Paleocene of North America","Scientific Publications of the Science Museum of Minnesota",,7,3,1,19,"journal article","stated without evidence",English,,,,,"2001-03-02 15:01:31","2015-02-13 08:13:23"
"M. Carrano","M. Carrano",,37135,"G. M.",Erickson,"P. S.",Druckenmiller,,2011,"Longevity and growth rate estimates for a polar dinosaur: a Pachyrhinosaurus (Dinosauria: Neoceratopsia) speciman from the North Slope of Alaska showing a complete developmental record","Historical Biology",,,,,,"journal article","none discussed",English,10.1080/08912963.2010.546856,,,,"2011-08-18 07:49:31","2011-08-17 16:49:31"
"M. Uhen","M. Uhen",,26240,"R. E.",Eschelman,"F. C.",Whitmore,,2008,"Early Pliocene (Late Hemphillian) land mammals from the Lee Creek Mine, Aurora, North Carolina","Virginia Museum of Natural History Special Publication",,14,,17,38,"journal article","stated without evidence",English,,,,,"2008-01-16 12:20:12","2008-01-16 14:20:12"
"J. Alroy","J. Alroy","M. Uhen",1461,R.,Eshelman,F.,Grady,,1986,"Quaternary vertebrate localities of Virginia and their avian and mammalian fauna","Virginia Division of Mineral Resources, Publication",,75,,43,70,"journal article","stated without evidence",English,,,,,"2001-03-02 15:01:30","2011-01-28 15:00:07"
"J. Alroy","J. Alroy","J. Alroy",6086,"J. O.",Farlow,"J. A.",Sunderman,"J. J. Havens, A. L. Swinehart, J. A. Holman, R. L. Richards, N. G. Miller, R. A. Martin, R. M. Hunt, Jr., G. W. Storrs, B. B. Curry, R. H. Fluegeman, M. R. Dawson, and M. E. T. Flint",2001,"The Pipe Creek Sinkhole biota, a diverse late Tertiary continental fossil assemblage from Grant County, Indiana","American Midland Naturalist",,145,2,367,378,"journal article","stated without evidence",English,,,,,"2002-03-29 16:19:11","2002-03-29 18:19:11"
"M. Clapham","M. Clapham",,45707,"R. G.",Fennah,,,,1968,"A new genus and species of Ricaniidae from Palaeocene deposits in North Dakota","Journal of Natural History",,2,,143,146,"journal article","stated with evidence",English,,,,,"2013-03-18 07:01:50","2013-03-17 15:01:50"
"M. Uhen","M. Uhen",,18092,"H. L.",Fierstine,,,,2001,"Analysis and new records of billfish (Teleostei: Perciformes: Istiophoridae) from the Yorktown Formation, Early Pliocene of eastern North Carolina at Lee Creek Mine","Smithsonian Contributions to Paleobiology",,90,,21,69,"journal article","stated without evidence",English,,,,,"2006-07-26 13:25:53","2006-07-26 15:25:57"
"M. Carrano","M. Carrano","M. Carrano",13817,"A. R.",Fiorillo,"R. A.",Gangloff,,2001,"Theropod teeth from the Prince Creek Formation (Cretaceous) of northern Alaska, with speculations on Arctic dinosaur paleoecology","Journal of Vertebrate Paleontology",,20,4,675,682,"journal article","stated without evidence",English,,"actual publication date listed above; journal volume date is 2000",ETE,,"2005-06-29 12:44:30","2005-06-30 10:35:03"
"M. Carrano","M. Carrano",,23477,"A. R.",Fiorillo,R.,Gangloff,,2003,"Preliminary notes on the taphonomic and paleoecologic setting of a Pachyrhinosaurus bonebed in northern Alaska","Journal of Vertebrate Paleontology",,23,"3, suppl.",50A,,abstract,"stated without evidence",English,,,ETE,,"2007-03-12 08:20:23","2007-03-12 10:20:27"
"M. Carrano","M. Carrano",,33795,"A. R.",Fiorillo,"P. J.",McCarthy,"P. P. Flaig, E. Brandlen, D. W. Norton, P. Zippi, L. Jacobs, R. A. Gangloff",2010,"Paleontology and paleoenvironmental interpretation of the Kikak-Tegoseak Quarry (Prince Creek Formation: Late Cretaceous), northern Alaska: a multi-disciplinary study of a high-latitude ceratopsian dinosaur bonebed","New Perspectives on Horned Dinosaurs: The Royal Tyrrell Museum Ceratopsian Symposium. Indiana University Press, Bloomington","M. J. Ryan, B. J. Chinnery-Allgeier, D. A. Eberth",,,456,477,"book/book chapter","stated without evidence",English,,,ETE,,"2010-08-30 11:07:18","2010-08-30 13:07:18"
"M. Carrano","M. Carrano","M. Carrano",34237,"A. R.",Fiorillo,"P. J.",McCarthy,"P. P. Flaig",2010,"Taphonomic and sedimentologic interpretations of the dinosaur-bearing Upper Cretaceous Strata of the Prince Creek Formation, Northern Alaska: Insights from an ancient high-latitude terrestrial ecosystem","Palaeogeography, Palaeoclimatology, Palaeoecology",,295,,376,388,"journal article","stated without evidence",English,10.1016/j.palaeo.2010.02.029,,ETE,,"2010-11-16 03:46:21","2011-05-18 16:46:07"
"M. Carrano","M. Carrano",,29821,"A. R.",Fiorillo,"R. S.",Tykoski,"P. J. Currie, P. J. McCarthy, P. Flaig",2009,"Description of two partial Troodon braincases from the Prince Creek Formation (Upper Cretaceous), North Slope Alaska","Journal of Vertebrate Paleontology",,29,1,178,187,"journal article","stated without evidence",English,10.1671/039.029.0108,,,,"2009-04-27 06:25:52","2009-04-27 08:25:52"
"P. Mannion","P. Mannion",,43709,"A. R.",Fiorillo,"R. S.",Tykoski,,2012,"A new Maastrichtian species of the centrosaurine ceratopsid Pachyrhinosaurus from the North Slope of Alaska","Acta Palaeontologica Polonica",,57,3,561,573,"journal article","stated with evidence",English,,,,,"2012-12-01 00:05:57","2012-11-30 07:05:57"
"R. Benson","R. Benson","M. Carrano",50357,"A. R.",Fiorillo,"R. S.",Tykoski,,2014,"A diminutive new tyrannosaur from the top of the world","PLoS ONE",,9,3,e91287,,"journal article","stated with evidence",English,10.1371/journal.pone.0091287,,,,"2014-03-12 12:53:05","2014-03-14 10:49:07"
"M. Uhen","M. Uhen",,17891,"J. E.",Fitch,"R. J.",Lavenberg,,1983,"Teleost fish otoliths from Lee Creek Mine, Aurora, North Carolina (Yorktown Formation: Pliocene)","Smithsonian Contributions to Paleobiology",,53,,509,529,"journal article","stated without evidence",English,,,,,"2006-07-07 11:31:06","2006-07-07 13:31:06"
"J. Alroy","J. Alroy",,25486,"R. C.",Fox,"C. S.",Scott,"H. N. Bryant",2007,"A new, unusual therian mammal from the Upper Cretaceous of Saskatchewan, Canada","Cretaceous Research",,28,5,821,829,"journal article","stated with evidence",English,,,,,"2007-10-13 14:58:45","2007-10-13 16:58:45"
"M. Uhen","M. Shalap",,35550,"C. A. M.",France,"P. M.",Zelanko,"A. J. Kaufman, T. R. Holtz",2007,"Carbon and nitrogen isotopic analysis of Pleistocene mammals from the Saltville Quarry (Virginia, USA): Implications for trophic relationships","Palaeogeography, Palaeoclimatology, Palaeoecology",,249,,271,282,"journal article","stated without evidence",English,,"Entered by Lily R.",,,"2011-03-18 10:24:39","2011-03-17 18:24:39"
"M. Carrano","M. Carrano","M. Carrano",53105,"D. J.",Froehlich,,,,2002,"Quo vadis Eohippus? The systematics and taxonomy of the early Eocene equids (Perissodactyla)","Zoological Journal of the Linnean Society",,134,,141,256,"journal article","stated with evidence",English,10.1046/j.1096-3642.2002.00005.x,,,,"2014-10-14 13:43:52","2014-10-14 13:50:38"
"M. Clapham","M. Clapham",,53000,"J. G.",Fyles,"D. H.",McNeil,"J. V. Matthews, R. W. Barendregt, L. Marincovich, E. Brouwers, J. Bednarski, J. Brigham-Grette, L. E. Ovenden, K. G. Miller, J. Baker, E. Irving",1998,"Geology of Hvitland beds (Late Pliocene), White Point Lowland, Ellesmere Island, Northwest Territories","Geological Survey of Canada Bulletin",,512,,1,35,"serial monograph","none discussed",English,,,,,"2014-10-04 21:29:28","2014-10-04 21:29:28"
"W. Kiessling","W. Kiessling","W. Kiessling",9188,"F. T.",Fürsich,J.,Wendt,,1977,"Biostratinomy and palaeoecology of the Cassian Formation (Triassic) of the Southern Alps","Palaeogeography, Palaeoclimatology, Palaeoecology",,22,,257,323,"journal article","stated without evidence",,,,,,"2003-09-16 02:42:50","2003-09-16 04:42:50"
"M. Carrano","M. Carrano","M. Carrano",42675,"J. D.",Gardner,,,,2000,"Albanerpetontid amphibians from the Upper Cretaceous (Campanian and Maastrichtian) of North America",Geodiversitas,,22,3,349,388,"journal article","stated with evidence",English,,,,,"2012-08-18 07:13:55","2012-08-17 16:44:56"
"P. Mannion","P. Mannion",,44340,"J. D.",Gardner,,,,2012,"Revision of Piceoerpeton MESZOELY (Caudata: Scapherpetontidae) and description of a new species from the late Maastrichtian and ? early Paleocene of western North America","Bulletin de la Société Géologique de France",,183,6,611,620,"journal article","stated with evidence",English,,,,,"2013-01-19 00:00:39","2013-01-18 07:00:39"
"P. Wilf","P. Wilf","P. Wilf",8330,"C. E. C.",Gemmill,"K. R.",Johnson,,1997,"Paleoecology of a late Paleocene (Tiffanian) megaflora from the northern Great Divide Basin",Palaios,,12,,439,448,"journal article","stated without evidence",,,,,,"2003-03-08 16:24:10","2003-03-08 18:24:10"
"M. Uhen","M. Uhen",,17886,"T. G.",Gibson,,,,1983,"Key foraminifera from upper Oligocene to lower Pleistocene strata of the central Atlantic coastal plain","Smithsonian Contributions to Paleobiology",,53,,355,453,"journal article","stated without evidence",English,,,,,"2006-07-07 05:55:55","2006-07-07 07:55:55"
"M. Uhen","M. Uhen",,17902,"T. G.",Gibson,,,,1987,"Miocene and Pliocene Pectinidae (Bivalvia) from the Lee Creek Mine and adjacent areas","Smithsonian Contributions to Paleobiology",,61,,31,112,"journal article","stated without evidence",English,,,,,"2006-07-07 12:59:57","2006-07-07 15:00:01"
"M. Uhen","M. Uhen",,31178,"M. L.",Gibson,"J. H.",Geisler,,2009,"A new Pliocene dolphin (Cetacea: Pontoporiidae), from the Lee Creek Mine, North Carolina","Journal of Vertebrate Paleontology",,29,3,966,971,"journal article","stated without evidence",English,,,,,"2009-11-16 06:46:13","2009-11-16 08:46:13"
"J. Alroy","J. Alroy","J. Alroy",1657,"P. D.",Gingerich,,,,1989,"New earliest Wasatchian mammalian fauna from the Eocene of northwestern Wyoming: composition and diversity in a rarely sampled high-floodplain assemblage","University of Michigan Papers on Paleontology",,28,,1,97,"serial monograph","stated with evidence",English,,,,,"2001-03-02 15:01:31","2007-01-22 19:17:51"
"J. Alroy","J. Alroy","P. Mannion",1660,"P. D.",Gingerich,,,,1991,"Systematics and Evolution of Early Eocene Perissodactyla (Mammalia) in the Clarks Fork Basin, Wyoming","Contributions from the Museum of Paleontology, University of Michigan",,28,8,181,213,"journal article","stated without evidence",English,,,,,"2001-03-02 15:01:31","2015-01-12 13:10:58"
"E. Kowalski","E. Kowalski","E. Kowalski",8389,A.,Graham,,,,1987,"Miocene communities and paleoenvironments of Southern Costa Rica","American Journal of Botany",,74,10,1501,1518,"journal article","stated without evidence",,,,,,"2003-04-15 10:43:44","2003-04-15 12:43:44"
"E. Kowalski","E. Kowalski","E. Kowalski",8737,A.,Graham,,,,1988,"Studies in Neotropical Paleobotany. VI. The Lower Miocene Communities of Panama - The Cucaracha Formation.","Annals of the Missouri Botanical Garden",,75,,1467,1479,"journal article","stated without evidence",,,,,,"2003-06-26 15:38:10","2003-06-26 17:38:10"
"E. Kowalski","E. Kowalski","E. Kowalski",8740,A.,Graham,,,,1988,"Studies in Neotropical Paleobotany. V. The Lower Miocene Communities of Panama - The Culebra Formation.","Annals of the Missouri Botanical Garden",,75,,1440,1466,"journal article","stated without evidence",,,,,,"2003-06-27 14:13:41","2003-06-27 16:13:52"
"E. Kowalski","E. Kowalski","E. Kowalski",8708,A.,Graham,,,,1989,"Studies in neotropical paleobotany. VII. The Lower Miocene communities of Panama - the La Boca Formation","Annals of the Missouri Botanical Garden",,76,,50,66,"journal article","stated without evidence",,,,,,"2003-06-23 15:26:01","2003-06-23 17:26:01"
"E. Kowalski","E. Kowalski","E. Kowalski",8695,A.,Graham,,,,1991,"Studies in Neotropical Paleobotany. X. The Pliocene communities of Panama - Composistion, numerical representations, and paleocommunity paleoenvironmental reconstructions.","Annals of the Missouri Botanical Garden",,78,,465,475,"journal article","stated without evidence",,,,,,"2003-06-19 13:43:47","2003-06-19 15:43:47"
"E. Kowalski","E. Kowalski","E. Kowalski",8692,A.,Graham,,,,1993,"Contribution toward a Tertiary palynostratigraphy for Jamaica: The status of Tertiary paleobotanical studies in northern Latin America and preliminary analysis of the Guys Hill Member (Chapelton Formation, middle Eocene) of Jamaica","in Wright, R. M., and Rbinson, E. eds., Biostratigraphy of Jamaica: Boulder, Colorado, Geological Society of America Memoir 182",,182,,443,461,"book/book chapter","stated without evidence",,,,,,"2003-06-16 15:12:40","2003-06-16 17:12:40"
"E. Kowalski","E. Kowalski","E. Kowalski",9028,A.,Graham,D.,Cozadd,"A. Areces-Mallea, N. O. Frederiksen",2000,"Studies in neotropical paleobotany. XIV. A palynoflora from the Middle Eocene Saramaguacan Formation of Cuba","American Journal of Botany",,87,10,1526,1539,"journal article","stated without evidence",,,,,,"2003-08-27 15:34:03","2003-08-27 17:56:53"
"E. Kowalski","E. Kowalski","E. Kowalski",8693,A.,Graham,"D. L.",Jarzen,,1969,"Studies in neotropical paleobotany. I. The Oligocene communities of Puerto Rico","Annals of the Missouri Botanical Garden",,56,,308,357,"journal article","stated without evidence",,,,,,"2003-06-17 15:46:44","2003-06-17 18:02:29"
"E. Kowalski","E. Kowalski","E. Kowalski",8696,A.,Graham,"R. H.",Stewart,"J. L. Stewart",1985,"Studies in Neotropical Paleobotany. III. The Tertiary communities of Panama - Geology of the pollen-bearing deposits","Annals of the Missouri Botanical Garden",,72,,485,503,"journal article","stated without evidence",,,,,,"2003-06-19 14:33:59","2003-06-19 16:33:59"
"R. Lupia","R. Vaughn",,4067,"W. A.",Gregory,"G. F.",Hart,,1995,"Distribution of pollen and spores in a subsurface marine Wilcox (Paleocene-Eocene) section in southwest Louisiana",Palynology,,19,,1,43,"journal article","stated without evidence",,,,,,"2001-07-10 07:52:06","2001-07-10 09:52:06"
"M. Uhen","M. Uhen","M. Uhen",35027,"J. E.",Guilday,"P. W.",Parmalee,"H. W. Hamilton",1977,"The Clark's Cave bone deposit and the Late Pleistocene paleoecology of the central Appalachian Mountains of Virginia","Bulletin of Carnegie Museum of Natural History",,2,,1,87,"journal article","stated without evidence",English,,,,,"2011-02-04 08:29:49","2011-02-03 15:30:31"
"R. Lupia","T. Naeher","T. Naeher",8836,"P. R.",Gunther,"L. V.",Hills,,1972,"Megaspores and other palynomorphs of the Brazeau Formation (Upper Cretaceous), Nordegg Area, Alberta","Geoscience and Man",,4,,29,48,"journal article","stated without evidence",,,,,,"2003-07-21 17:29:37","2003-07-21 19:29:37"
"R. Lupia","T. Naeher","T. Naeher",8968,"J. W.",Hall,,,,1967,"Two new species of Ariadnaesporites","Pollen et Spores",,9,3,563,568,"journal article","stated without evidence",,,,,,"2003-08-13 16:21:55","2003-08-13 18:21:55"
"R. Lupia","R. Lupia","R. Lupia",8742,"J. W.",Hall,,,,1968,"A new genus of Salviniaceae and a new species of Azolla from the late Cretaceous","American Fern Journal",,58,2,77,88,"journal article","stated without evidence",,,,,,"2003-06-28 13:55:44","2003-06-28 15:55:44"
"M. Uhen","M. Uhen",,33072,"C. E.",Harington,,,,1977,"Marine mammals in the Champlain Sea and the Great Lakes","Annals of the New York Academy of Sciences",,288,,508,537,"journal article","stated without evidence",English,,,,,"2010-07-07 09:16:08","2010-07-07 11:16:08"
"M. Uhen","M. Uhen","M. Uhen",13616,"C. R.",Harington,,,,1988,"Marine mammals of the Champlain Sea, and the problem of whales in Michigan","Geological Association of Canada Special Paper",,35,,225,240,"journal article","stated without evidence",English,,"The Late Quaternary Development of the Champlain Sea Basin",,,"2005-05-26 10:07:42","2010-07-07 11:04:04"
"J. Alroy","J. Alroy","J. Alroy",9549,"C. R.",Harington,,,,2003,"Life at an early Pliocene beaver pond in the Canadian High Arctic","Journal of Vertebrate Paleontology",,23,3,59A,,abstract,"stated without evidence",English,,,,,"2003-12-07 13:50:24","2003-12-07 15:50:24"
"M. Uhen","M. Uhen",,27585,"C. R.",Harington,,,,2008,"The evolution of Arctic marine mammals","Ecological Applications",,18,"2 Suppl.",S23,S40,"journal article","stated without evidence",English,,,,,"2008-07-11 11:47:15","2008-07-11 13:47:15"
"M. Uhen","M. Uhen","J. Alroy",25401,"C. R.",Harington,"R. L. M.",Ross,"R. W. Matthewes, K. M. Stewart, O. Beattie",2004,"A late Pleistocene Stellar sea lion (Eumetopias jubatus) from Courtenay, British Columbia: its death, associated biota, and paleoenvironment","Canadian Journal of Earth Sciences",,41,11,1285,1297,"journal article","stated without evidence",English,,,,,"2007-09-28 11:46:24","2013-06-20 19:13:35"
"M. Carrano","M. Carrano",,56213,"W. F.",Harrison,"D. J.",Nichols,"M. D. Henderson, R. P. Scherer",2013,"Using pollen, leaves, and paleomagnetism to date a juvenile tyrannosaurid in Upper Cretaceous rock","Tyrannosaurid Paleobiology","J. M. Parrish, R. E. Molnar, P. J. Currie, & E. B. Koppelhus",,,238,249,"book chapter","stated without evidence",English,,,,,"2015-08-31 14:11:37","2015-08-31 14:11:37"
"J. Alroy","M. Sommers",,829,"J. E.",Hartman,,,,1986,"Paleontology and biostratigraphy of lower part of Polecat Bench Formation, southern Bighorn Basin, Wyoming","Contributions to Geology, University of Wyoming",,24,1,11,63,"journal article","stated without evidence",,,,,,"2000-12-05 18:31:21","2000-12-05 20:31:21"
"M. Carrano","M. Carrano","M. Carrano",9009,"O. P.",Hay,,,,1917,"Vertebrata mostly from Stratum No. 3, at Vero, Florida, together with descriptions of new species","Florida State Geological Survey Annual Report",,9,,43,68,"journal article","stated without evidence",,,,,,"2003-08-25 13:36:44","2003-08-25 15:36:44"
"M. Uhen","M. Uhen","M. Uhen",17874,"J. E.",Hazel,,,,1983,"Age and correlation of the Yorktown (Pliocene) and Croatan (Pliocene and Pleistocene) formations at the Lee Creek Mine","Smithsonian Contributions to Paleobiology",,53,,81,199,"journal article","stated without evidence",English,,,,,"2006-07-06 06:23:48","2006-07-06 12:30:07"
"M. Clapham","M. Clapham",,47704,"S. W.",Heads,Y.,Wang,,2013,"First fossil record of Melanoplus differentialis (Orthoptera: Acrididae: Melanoplinae)","Entomological News",,123,,33,37,"journal article","stated with evidence",English,,,,,"2013-07-23 09:11:53","2013-07-22 18:11:53"
"J. Alroy","J. Alroy",,31567,"T. H.",Heaton,,,,1985,"Quaternary paleontology and paleocology of Crystal Ball Cave, Millard County, Utah: with emphasis on mammals and description of a new species of fossil skunk","Great Basin Naturalist",,45,3,337,390,"journal article","stated with evidence",English,,,,,"2010-01-13 16:00:36","2010-01-13 18:00:36"
"M. Clapham","M. Clapham",,48994,O.,Heer,,,,1883,"Ueber die fossilen Insekten Grönlands","Flora Fossilis Grönlandica. Die Fossile Flora Grönlands",,,,143,148,"book chapter","stated with evidence",German,,,,,"2013-11-16 10:47:19","2013-11-16 10:47:19"
"J. Bloch","J. Bloch",,50091,"R. E.",Heinrich,"S. G.",Strait,"P. Houde",2008,"Earliest Eocene Miacidae (Mammalia: Carnivora) from Northwestern Wyoming","Journal of Paleontology",,82,1,154,162,"journal article","stated without evidence",English,,,,,"2014-02-05 11:21:07","2014-02-05 11:21:07"
